privacy_key,name,parent_key,description
WBS 9: a-2-3. L=11.5m 기준,,WBS 8:  ,
WBS 9: a-2-4. L=13.0m 기준,,WBS 8:  ,
WBS 9: a-2-5. L=14.5m 기준,,WBS 8:  ,
WBS 9: a-2-6. L=16.0m 기준,,WBS 8:  ,
WBS 9: a-2-7. L=17.0m 기준,,WBS 8:  ,
WBS 9: a-2-8. L=18.0m 기준,,WBS 8:  ,
WBS 9: a-2-9. L=19.5m 기준,,WBS 8:  ,
WBS 9: a-2-10. L=21.0m 기준,,WBS 8:  ,
WBS 9: a-2-11. L=25.0m 기준,,WBS 8:  ,
WBS 9: a-2-12. L=29.0m 기준,,WBS 8:  ,
WBS 7:  ,,WBS 6: 1.18 EARTH ANCHOR,
WBS 8: a-3. PE코팅 복합강연선,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.18 EARTH ANCHOR,
WBS 8: a-4. 두부설치 및 인장,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.18 EARTH ANCHOR,
WBS 8: a-5. 그라우팅,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.18 EARTH ANCHOR,
WBS 8: a-6. 격자블럭 제작 및 설치,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.18 EARTH ANCHOR,
WBS 8:  ,,WBS 7:  ,
WBS 9: a-6-1. 1.9 x 1.9 x 0.5,,WBS 8:  ,
WBS 7:  ,,WBS 6: 1.18 EARTH ANCHOR,
WBS 8:  ,,WBS 7:  ,
WBS 9: a-6-2. 2.5 x 2.5 x 0.5,,WBS 8:  ,
WBS 9: a-6-3. 3.0 x 2.0 x 0.5,,WBS 8:  ,
WBS 9: a-6-4. 3.0 x 3.0 x 0.5,,WBS 8:  ,
WBS 7:  ,,WBS 6: 1.18 EARTH ANCHOR,
WBS 8: a-7. 장비조립및해체,,WBS 7:  ,
WBS 7: b. 가설지압형,,WBS 6: 1.18 EARTH ANCHOR,
WBS 7:  ,,WBS 6: 1.18 EARTH ANCHOR,
WBS 8: b-1. 천공,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.18 EARTH ANCHOR,
WBS 8:  ,,WBS 7:  ,
WBS 9: b-1-1. 토사,,WBS 8:  ,
WBS 7:  ,,WBS 6: 1.18 EARTH ANCHOR,
WBS 8:  ,,WBS 7:  ,
WBS 9: b-1-2. 풍화암,,WBS 8:  ,
WBS 7:  ,,WBS 6: 1.18 EARTH ANCHOR,
WBS 8:  ,,WBS 7:  ,
WBS 9: b-1-3. 발파암,,WBS 8:  ,
WBS 7:  ,,WBS 6: 1.18 EARTH ANCHOR,
WBS 8: b-2. PC강선 조립및 삽입,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.18 EARTH ANCHOR,
WBS 8: b-3. 그라우팅,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.18 EARTH ANCHOR,
WBS 8: b-4. PC콘 조립및 인장,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.18 EARTH ANCHOR,
WBS 8: b-5. 지압판 및 브리켓 제작설치,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.18 EARTH ANCHOR,
WBS 8: b-6. 장비조립및해체,,WBS 7:  ,
WBS 6: 1.19 수평배수공,,,
WBS 7: a. 천공,,WBS 6: 1.19 수평배수공,
WBS 7:  ,,WBS 6: 1.19 수평배수공,
WBS 8: a-1. 토사,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.19 수평배수공,
WBS 8: a-2. 풍화암,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.19 수평배수공,
WBS 8: a-3. 연암,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.19 수평배수공,
WBS 8: a-4. 경암,,WBS 7:  ,
WBS 7: b. 수평배수공 설치,,WBS 6: 1.19 수평배수공,
WBS 8: b-1. S형 다발관 수평배수공,,WBS 7: b. 수평배수공 설치,
WBS 7:  ,,WBS 6: 1.19 수평배수공,
WBS 9: b-1-1. D50mm,,WBS 8: b-1. S형 다발관 수평배수공,
WBS 7:  ,,WBS 6: 1.19 수평배수공,
WBS 9: b-1-2. D75mm,,WBS 8: b-1. S형 다발관 수평배수공,
WBS 7:  ,,WBS 6: 1.19 수평배수공,
WBS 8: b-2. PVC 수평배수공,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.19 수평배수공,
WBS 8:  ,,WBS 7:  ,
WBS 9: b-2-1. D50mm,,WBS 8:  ,
WBS 7:  ,,WBS 6: 1.19 수평배수공,
WBS 8:  ,,WBS 7:  ,
WBS 9: b-2-2. D75mm,,WBS 8:  ,
WBS 7: c. 연결관,,WBS 6: 1.19 수평배수공,
WBS 7: d. 유도배수관 ,,WBS 6: 1.19 수평배수공,
WBS 7: e. 콘크리트격자블럭,,WBS 6: 1.19 수평배수공,
WBS 7: f. 현장타설몰탈격자블럭,,WBS 6: 1.19 수평배수공,
WBS 7: g. 비탈면 돌쌓기,,WBS 6: 1.19 수평배수공,
WBS 6: 1.20 토공기타공사,,,
WBS 7: a. 취약구간깎기비탈면공사 ,,WBS 6: 1.20 토공기타공사,
WBS 7: b. 갱구상단 노두제거공사,,WBS 6: 1.20 토공기타공사,
WBS 7: c. 지반보강그라우팅,,WBS 6: 1.20 토공기타공사,
WBS 8: c-1. 천공,,WBS 7: c. 지반보강그라우팅,
WBS 8: c-2. 주입,,WBS 7: c. 지반보강그라우팅,
WBS 8: c-3. PLAT 설치 및 해체,,WBS 7: c. 지반보강그라우팅,
WBS 6: 1.21 공사중 비탈면 보호,,,
WBS 7: a. 비탈면가보호망,,WBS 6: 1.21 공사중 비탈면 보호,
WBS 7: b. 비탈면덮개시설,,WBS 6: 1.21 공사중 비탈면 보호,
WBS 7: c. 가도수로,,WBS 6: 1.21 공사중 비탈면 보호,
WBS 7: d. 임시토사다이크,,WBS 6: 1.21 공사중 비탈면 보호,
WBS 6: 1.22 연약지반처리,,,
WBS 7: a. 치환,,WBS 6: 1.22 연약지반처리,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8: a-1. 굴착 치환,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8: a-2. 강제 치환,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8: a-3. 굴착토 사토처리,,WBS 7:  ,
WBS 7: b. 탈수(압밀),,WBS 6: 1.22 연약지반처리,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8: b-1. 재하,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8: b-2. 수직 드레인,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9: b-2-1. 샌드 드레인,,WBS 8:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9: b-2-2. 페이퍼 드레인,,WBS 8:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9: b-2-3. 팩 드레인,,WBS 8:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9:  ,,WBS 8:  ,
WBS 10: b-2-3-1. 팩 드레인 설치,,WBS 9:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9:  ,,WBS 8:  ,
WBS 10: b-2-3-2. 장비 조립 및 해체,,WBS 9:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9: b-2-4. 플라스틱보드 드레인,,WBS 8:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9:  ,,WBS 8:  ,
WBS 10: b-2-4-1. 플라스틱보드 드레인,,WBS 9:  ,
WBS 10: b-2-4-2. 플라스틱보드 드레인,,WBS 9:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9:  ,,WBS 8:  ,
WBS 10: b-2-4-3. 장비 조립 및 해체,,WBS 9:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9:  ,,WBS 8:  ,
WBS 10: b-2-4-4. 장비 조립 및 해체,,WBS 9:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8: b-3. 배수층,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9: b-3-1. 샌드,,WBS 8:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9: b-3-2. 쇄석,,WBS 8:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9: b-3-3. P.P 매트,,WBS 8:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9: b-3-4. P.E.T 매트,,WBS 8:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9:  ,,WBS 8:  ,
WBS 10: b-3-4-1. 15ton/㎡,,WBS 9:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9:  ,,WBS 8:  ,
WBS 10: b-3-4-2. 20ton/㎡,,WBS 9:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9:  ,,WBS 8:  ,
WBS 10: b-3-4-3. 30ton/㎡,,WBS 9:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9:  ,,WBS 8:  ,
WBS 10: b-3-4-4. 40ton/㎡,,WBS 9:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9:  ,,WBS 8:  ,
WBS 10: b-3-4-5. 50ton/㎡,,WBS 9:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8:  ,,WBS 7:  ,
WBS 9:  ,,WBS 8:  ,
WBS 10: b-3-4-6. 60ton/㎡,,WBS 9:  ,
WBS 9: b-3-5. 부직포,,WBS 8:  ,
WBS 9: b-3-6. 수평배수재,,WBS 8:  ,
WBS 9: b-3-7. 차수배수재,,WBS 8:  ,
WBS 7: c. 다짐,,WBS 6: 1.22 연약지반처리,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8: c-1. SCP,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8: c-2. GCP(D700mm),,WBS 7:  ,
WBS 8: c-3. GCP(D700mm),,WBS 7:  ,
WBS 7: d. 과재쌓기 및 제거,,WBS 6: 1.22 연약지반처리,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8: d-1. 과재쌓기,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 9: d-1-1. 비다짐,,WBS 8: d-1. 과재쌓기,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 9: d-1-2. 다짐(다짐도 90%),,WBS 8: d-1. 과재쌓기,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8: d-2. 과재쌓기제거,,WBS 7:  ,
WBS 7: e. E.P.S 블럭성토,,WBS 6: 1.22 연약지반처리,
WBS 8: e-1. E.P.S 블럭성토,,WBS 7: e. E.P.S 블럭성토,
WBS 7: f. 수평배수,,WBS 6: 1.22 연약지반처리,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8: f-1. 접속다발관(D125mm),,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.22 연약지반처리,
WBS 8: f-2. 집수정(D600mm),,WBS 7:  ,
"WBS 7: g. 심층혼합처리공(D1,000)",,WBS 6: 1.22 연약지반처리,
WBS 7: h. 연동침하방지공(Sheet Pile),,WBS 6: 1.22 연약지반처리,
WBS 8: h-1. 천공,,WBS 7: h. 연동침하방지공(Sheet Pile),
WBS 8: h-2. Sheet Pile 항타,,WBS 7: h. 연동침하방지공(Sheet Pile),
WBS 8: h-3. Guide Beam 제작 및 설치,,WBS 7: h. 연동침하방지공(Sheet Pile),
WBS 9: h-3-1. Guide Beam 제작,,WBS 8: h-3. Guide Beam 제작 및 설치,
WBS 9: h-3-2. Guide Beam 이동 및 설치,,WBS 8: h-3. Guide Beam 제작 및 설치,
WBS 9: h-3-3. H-Pile 항타 및 인발,,WBS 8: h-3. Guide Beam 제작 및 설치,
WBS 8: h-4. 쐐기파일 제작,,WBS 7: h. 연동침하방지공(Sheet Pile),
WBS 8: h-5. Sheet Pile 이음,,WBS 7: h. 연동침하방지공(Sheet Pile),
WBS 8: h-6. 강재사용료 및 운반비,,WBS 7: h. 연동침하방지공(Sheet Pile),
WBS 9: h-6-1. 매립(Sheet Pile),,WBS 8: h-6. 강재사용료 및 운반비,
WBS 9: h-6-2. 3개월미만(Sheet Pile),,WBS 8: h-6. 강재사용료 및 운반비,
WBS 9: h-6-3. 3개월미만(250x250x9x10),,WBS 8: h-6. 강재사용료 및 운반비,
WBS 7: i. 지반보강 그라우팅(저진동 압축),,WBS 6: 1.22 연약지반처리,
WBS 8: i-1. 천공,,WBS 7: i. 지반보강 그라우팅(저진동 압축),
WBS 8: i-2. 주입,,WBS 7: i. 지반보강 그라우팅(저진동 압축),
WBS 8: i-3. Plant 설치 및 해체,,WBS 7: i. 지반보강 그라우팅(저진동 압축),
WBS 6: 1.23 계측,,,
WBS 6:  ,,,
WBS 7: a. 연약지반계측,,WBS 6:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: a-1. 침하판,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: a-2. 구조물 경사계,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: a-3. 간극수압계,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: a-4. 지하수위계,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: a-5. 층별침하계,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: a-6. 변형율계,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: a-7. 지중경사계,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: a-8. 지표변위말뚝,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: a-9. 지표침하계,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: a-10. 지반경사계,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: a-11. 표면경사계,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: a-12. 토압계 ,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: a-13. 기울기측정계,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
"WBS 8: a-14. 측정 및 분석, 보고서 작성비",,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: a-15. 계측기 손료,,WBS 7:  ,
WBS 6:  ,,,
WBS 7: b. 비탈면계측,,WBS 6:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: b-1. 경사계,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: b-2. 지하수위계,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: b-3. 신축계,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: b-4. 수평변위계,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: b-5. 하중계,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: b-6. 비탈면 계측기손료,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
"WBS 8: b-7. 측정 및 분석, 보고서 작성비",,WBS 7:  ,
WBS 6:  ,,,
WBS 7: c. 비탈면 경보시스템,,WBS 6:  ,
WBS 7: d. 기타계측,,WBS 6:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: d-1. 진동계,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: d-2. 균열측정계,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: d-3. 자동화 계측,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: d-4. 분석 및 보고서 작성비,,WBS 7:  ,
WBS 6: 1.24 토공규준틀 설치,,,
WBS 6:  ,,,
WBS 7: a. 비탈규준틀,,WBS 6:  ,
WBS 8: a-1. 직선부,,WBS 7: a. 비탈규준틀,
WBS 8: a-2. 곡선부 R=300m 이상,,WBS 7: a. 비탈규준틀,
WBS 8: a-3. 곡선부 R=300m 미만,,WBS 7: a. 비탈규준틀,
WBS 8: a-4. 지형이 복잡한 장소,,WBS 7: a. 비탈규준틀,
WBS 6:  ,,,
WBS 7: b. 수평규준틀,,WBS 6:  ,
WBS 6: 1.25 암쌓기 부대공,,,
WBS 7: a. 필터층(모래),,WBS 6: 1.25 암쌓기 부대공,
WBS 7: b. 부직포,,WBS 6: 1.25 암쌓기 부대공,
WBS 7: c. 잡석부설,,WBS 6: 1.25 암쌓기 부대공,
WBS 6: 1.26 폐갱(공동) 충진,,,
WBS 7: a. 콘크리트 타설,,WBS 6: 1.26 폐갱(공동) 충진,
WBS 7:  ,,WBS 6: 1.26 폐갱(공동) 충진,
WBS 8: a-1. 무근콘크리트 타설,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.26 폐갱(공동) 충진,
WBS 8: a-2. 경량기포콘크리트,,WBS 7:  ,
WBS 7: b. 주입관,,WBS 6: 1.26 폐갱(공동) 충진,
WBS 7:  ,,WBS 6: 1.26 폐갱(공동) 충진,
WBS 8: b-1. PVC D50mm,,WBS 7:  ,
WBS 7:  ,,WBS 6: 1.26 폐갱(공동) 충진,
WBS 8: b-2. PVC 유공관 D50mm,,WBS 7:  ,
WBS 7: c. 거푸집,,WBS 6: 1.26 폐갱(공동) 충진,
WBS 6: 1.27  쇄석 생산 및 운반,,,
WBS 6:  ,,,
WBS 7: a. 생산,,WBS 6:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: a-1. D25mm,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: a-2. D40mm,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: a-3.  SB-1(노상토용),,WBS 7:  ,
WBS 7: b. 운반,,WBS 6:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: b-1. 쇄석 ,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: b-2. SB-1(노상토용) ,,WBS 7:  ,
WBS 6: 1.28 자재운반비,,,
WBS 6:  ,,,
WBS 7: a. 모래 ,,WBS 6:  ,
WBS 6:  ,,,
WBS 7: b. 시멘트,,WBS 6:  ,
WBS 6:  ,,,
WBS 7: c. 철근 ,,WBS 6:  ,
WBS 6:  ,,,
WBS 7: d. 쇄석 골재 ,,WBS 6:  ,
WBS 6:  ,,,
WBS 7: e. 순환 골재,,WBS 6:  ,
WBS 6:  ,,,
WBS 7: f. Sheet Pile,,WBS 6:  ,
WBS 6:  ,,,
WBS 7: g. H-Pile ,,WBS 6:  ,
WBS 6:  ,,,
WBS 7: h. 석분,,WBS 6:  ,
WBS 6:  ,,,
WBS 7: i. 마사토,,WBS 6:  ,
WBS 6: 1.29 자재비,,,
WBS 6:  ,,,
WBS 7: a. 모래 ,,WBS 6:  ,
WBS 6:  ,,,
WBS 7: b. 시멘트,,WBS 6:  ,
WBS 6:  ,,,
WBS 7: c. 이형철근(연강),,WBS 6:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: c-1. D=13mm,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: c-2. Dover16mm,,WBS 7:  ,
WBS 6:  ,,,
WBS 7: d. 쇄석 골재 ,,WBS 6:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: d-1. D25mm,,WBS 7:  ,
WBS 6:  ,,,
WBS 7:  ,,WBS 6:  ,
WBS 8: d-2. D40mm,,WBS 7:  ,
WBS 6:  ,,,
WBS 7: e. Sheet Pile,,WBS 6:  ,
WBS 6:  ,,,
WBS 7: f. H-Pile ,,WBS 6:  ,
WBS 6:  ,,,
WBS 7: g. 석분,,WBS 6:  ,
WBS 6:  ,,,
WBS 7: h. 마사토,,WBS 6:  ,
WBS 6: 1.30 고철대(고재),,,
WBS 6: 1.31 기존교량 철거,,,
WBS 7: a. **교 철거,,WBS 6: 1.31 기존교량 철거,
WBS 7: b. **교 철거,,WBS 6: 1.31 기존교량 철거,
WBS 7: c. **교 철거,,WBS 6: 1.31 기존교량 철거,
